method,tracer,oxygen,treatment,metabolite,time,isotope,mean,se
fs,glc6,0.5%,None,3PG,24,M3,0.8795985424176387,0.00213366011123306
fs,glc6,0.5%,None,3PG,48,M0,0.08782224783831924,0.002240731845016264
fs,glc6,0.5%,None,3PG,48,M1,-2.8219288126708942e-21,9.665960965981689e-21
fs,glc6,0.5%,None,3PG,48,M2,0.02271284599131697,1.4406150362389e-5
fs,glc6,0.5%,None,3PG,48,M3,0.8923675688339137,0.0017642526762084293
fs,glc6,0.5%,None,3PG,72,M0,0.06959741506516776,0.0010337692102229748
fs,glc6,0.5%,None,3PG,72,M1,3.401336204981991e-20,9.93365588851511e-21
fs,glc6,0.5%,None,3PG,72,M2,0.02395732851653369,2.4919147772280674e-4
fs,glc6,0.5%,None,3PG,72,M3,0.9119116299036433,0.002843762889822446
fs,lac3,21%,None,3PG,24,M0,0.9713896775151418,6.861753607201869e-4
fs,lac3,21%,None,3PG,24,M1,-2.5019231131975414e-19,4.0734686500228495e-20
fs,lac3,21%,None,3PG,24,M2,3.9736854604436237e-19,1.0891064663322864e-19
fs,lac3,21%,None,3PG,24,M3,0.05557899335823786,7.446110181802168e-4
fs,lac3,21%,None,3PG,48,M0,0.9696225857833284,0.00201388648343917
fs,lac3,21%,None,3PG,48,M1,-1.0943589009545069e-20,1.032992355680219e-19
fs,lac3,21%,None,3PG,48,M2,1.8525404136221472e-19,7.484593739894277e-24
fs,lac3,21%,None,3PG,48,M3,0.05636180754714408,0.001926790967191411
fs,lac3,21%,None,3PG,72,M0,0.9798617818560978,0.0010348253625639355
fs,lac3,21%,None,3PG,72,M1,-3.0477319642364064e-19,2.648953484988839e-19
fs,lac3,21%,None,3PG,72,M2,-2.1237586502904818e-20,1.0713594921671587e-19
fs,lac3,21%,None,3PG,72,M3,0.044731872080895935,0.001275307793146708
fs,lac3,21%,DMSO,3PG,24,M0,0.9751925848628235,0.0012855812998607968
fs,lac3,21%,DMSO,3PG,24,M1,-1.803156568807611e-19,1.2579689505560452e-19
fs,lac3,21%,DMSO,3PG,24,M2,1.1972111101993867e-19,9.103513714461066e-20
fs,lac3,21%,DMSO,3PG,24,M3,0.051943140966710044,0.0012635752125819831
fs,lac3,21%,DMSO,3PG,48,M0,0.9656553304814414,0.0014758096718839647
fs,lac3,21%,DMSO,3PG,48,M1,-1.1743240344947225e-20,2.0480757869043e-20
fs,lac3,21%,DMSO,3PG,48,M2,-6.623942303246902e-20,5.324571144166401e-20
fs,lac3,21%,DMSO,3PG,48,M3,0.059729688573673057,0.0018807197207197114
fs,lac3,21%,DMSO,3PG,72,M0,0.9755343213054684,7.384672033583754e-4
fs,lac3,21%,DMSO,3PG,72,M1,7.488123933474945e-20,3.320169452163807e-22
fs,lac3,21%,DMSO,3PG,72,M2,5.915128552178425e-20,2.2051533973143366e-19
fs,lac3,21%,DMSO,3PG,72,M3,0.04850054107311584,2.414249226400378e-4
fs,lac3,21%,BAY,3PG,24,M0,0.9762746206459321,0.0032208036140843484
fs,lac3,21%,BAY,3PG,24,M1,-6.996972380485014e-19,5.836196049945538e-19
fs,lac3,21%,BAY,3PG,24,M2,1.339848651539222e-19,1.7809022286713654e-19
fs,lac3,21%,BAY,3PG,24,M3,0.055190256886022034,0.003493008617431415
fs,lac3,21%,BAY,3PG,48,M0,0.9339212430594412,0.0011807947521150217
fs,lac3,21%,BAY,3PG,48,M1,4.472143724780286e-20,3.777171974049615e-20
fs,lac3,21%,BAY,3PG,48,M2,-7.696085701100442e-21,1.307458813625656e-19
fs,lac3,21%,BAY,3PG,48,M3,0.09303852376379457,0.0013150094728688541
fs,lac3,21%,BAY,3PG,72,M0,0.9430038446097104,1.615565126720786e-4
fs,lac3,21%,BAY,3PG,72,M1,5.801139901459763e-20,8.15933005165578e-20
fs,lac3,21%,BAY,3PG,72,M2,-2.2338804814285445e-20,1.7211666291848646e-19
fs,lac3,21%,BAY,3PG,72,M3,0.08512410873440318,4.435852300897838e-4
fs,lac3,0.5%,None,3PG,24,M0,0.9414134248154249,2.5687379142658173e-4
fs,lac3,0.5%,None,3PG,24,M1,-8.127558059393402e-20,4.775868585027691e-20
fs,lac3,0.5%,None,3PG,24,M2,-1.37476581897938e-19,2.6223825148314234e-20
fs,lac3,0.5%,None,3PG,24,M3,0.08764515218407132,0.004225468264188447
fs,lac3,0.5%,None,3PG,48,M0,0.9283629924724809,0.0014402512885258424
fs,lac3,0.5%,None,3PG,48,M1,-6.317023472729164e-19,1.0190906495650015e-19
fs,lac3,0.5%,None,3PG,48,M2,-1.8436257731923473e-19,1.4010628165030338e-19
fs,lac3,0.5%,None,3PG,48,M3,0.09849667419144181,4.557021863031279e-4
fs,lac3,0.5%,None,3PG,72,M0,0.9353379724798959,0.002065019776158782
fs,lac3,0.5%,None,3PG,72,M1,1.9261767066036382e-19,2.919215902586445e-20
fs,lac3,0.5%,None,3PG,72,M2,-3.0839379462822904e-20,1.1342237836142146e-19
fs,lac3,0.5%,None,3PG,72,M3,0.08913608691497904,4.0594126710953577e-4
fs,q5,21%,None,3PG,24,M0,1,0
fs,q5,21%,None,3PG,24,M1,3.0473047006764684e-19,2.264480050565449e-19
fs,q5,21%,None,3PG,24,M2,-2.32680810256656e-20,2.414352196789226e-19
fs,q5,21%,None,3PG,24,M3,0,0
fs,q5,21%,None,3PG,48,M0,1,0
fs,q5,21%,None,3PG,48,M1,2.1273827381348577e-19,1.2799278335784166e-19
fs,q5,21%,None,3PG,48,M2,-9.039805296475551e-19,6.19610529713443e-19
fs,q5,21%,None,3PG,48,M3,0,0
fs,q5,21%,None,3PG,72,M0,1,0
fs,q5,21%,None,3PG,72,M1,2.9031419058909795e-19,5.1602364821894366e-20
fs,q5,21%,None,3PG,72,M2,-9.962188541233932e-19,6.530974882162625e-19
fs,q5,21%,None,3PG,72,M3,0,0
fs,q5,21%,DMSO,3PG,24,M0,1,0
fs,q5,21%,DMSO,3PG,24,M1,-1.2278926688930827e-19,2.5919548523589e-19
fs,q5,21%,DMSO,3PG,24,M2,-1.6072220535793337e-18,2.403827333075511e-19
fs,q5,21%,DMSO,3PG,24,M3,0,0
fs,q5,21%,DMSO,3PG,48,M0,1,0
fs,q5,21%,DMSO,3PG,48,M1,-1.6305205856891551e-19,2.266250975437336e-19
fs,q5,21%,DMSO,3PG,48,M2,-1.8714881522182945e-18,1.3430642838781122e-19
fs,q5,21%,DMSO,3PG,48,M3,0,0
fs,q5,21%,DMSO,3PG,72,M0,1,0
fs,q5,21%,DMSO,3PG,72,M1,-3.2054511978827783e-19,2.6120289195069415e-20
fs,q5,21%,DMSO,3PG,72,M2,-2.1690609360284497e-18,2.5247579072145507e-19
fs,q5,21%,DMSO,3PG,72,M3,0,0
fs,q5,21%,BAY,3PG,24,M0,1,0
fs,q5,21%,BAY,3PG,24,M1,6.889821589604724e-21,1.5641704970535558e-20
fs,q5,21%,BAY,3PG,24,M2,-2.708010950638101e-19,4.130180591220024e-19
fs,q5,21%,BAY,3PG,24,M3,0,0
fs,q5,21%,BAY,3PG,48,M0,1,0
fs,q5,21%,BAY,3PG,48,M1,1.1693762560749534e-19,4.092655324131626e-19
fs,q5,21%,BAY,3PG,48,M2,-1.0720416403418586e-18,3.231741454690087e-19
fs,q5,21%,BAY,3PG,48,M3,0,0
fs,q5,21%,BAY,3PG,72,M0,1,0
